transaction_id,vendor_id,vendor_name,department,invoice_number,amount,posting_datetime,approved_by,is_planted_anomaly,anomaly_type
T105544,V1007,Davis Inc,HR,INV-87112,26994.53,2025-11-20 14:21:00,Richard C.,False,
T104601,V1113,Contreras-Travis,Facilities,INV-87704,74103.63,2025-11-20 14:36:00,James T.,False,
T102845,V1139,Oconnell Inc,HR,INV-13703,203445.68,2025-11-20 14:45:00,David R.,False,
T101529,V1119,Taylor and Sons,Operations,INV-63054,10512.32,2025-11-20 15:39:00,Angela R.,False,
T105981,V1134,"Williams, Crane and Walker",Operations,INV-83278,65885.9,2025-11-20 16:33:00,Courtney C.,False,
T100380,V1001,Rhodes PLC,Operations,INV-52622,41123.48,2025-11-21 08:37:00,Jacqueline V.,False,
T102817,V1139,Oconnell Inc,Facilities,INV-26457,111664.99,2025-11-21 09:09:00,Sherri J.,False,
T102559,V1134,"Williams, Crane and Walker",Procurement,INV-45279,193134.16,2025-11-21 09:14:00,Bethany B.,False,
T100147,V1043,"Young, Caldwell and Lewis",IT,INV-22240,107408.97,2025-11-21 09:39:00,Monica B.,False,
T102981,V1134,"Williams, Crane and Walker",HR,INV-35248,99496.06,2025-11-21 09:44:00,Sarah W.,False,
T100954,V1134,"Williams, Crane and Walker",Legal,INV-95175,60817.32,2025-11-21 10:48:00,Amy R.,False,
T102271,V1034,Allen PLC,Legal,INV-64059,63301.86,2025-11-21 11:13:00,William L.,False,
T103728,V1033,Koch-Decker,Procurement,INV-42232,63998.89,2025-11-21 11:40:00,Karen L.,False,
T101258,V1050,Ramos PLC,IT,INV-81786,41275.96,2025-11-21 11:51:00,Bradley G.,False,
T100788,V1033,Koch-Decker,Legal,INV-69054,103936.41,2025-11-21 12:17:00,Roberta H.,False,
T101591,V1002,Johnson-Davis,IT,INV-11974,25537.78,2025-11-21 12:27:00,Jonathan R.,False,
T103119,V1001,Rhodes PLC,Operations,INV-37021,42898.04,2025-11-21 12:38:00,Curtis A.,False,
T104250,V1087,Bailey-Hoover,Operations,INV-39656,7685.65,2025-11-21 12:54:00,Geoffrey P.,False,
T103009,V1089,Lin-Rasmussen,Procurement,INV-41462,2058.83,2025-11-21 13:05:00,Matthew M.,False,
T104610,V1139,Oconnell Inc,IT,INV-56683,116682.93,2025-11-21 14:00:00,Rita J.,False,
T105557,V1034,Allen PLC,Marketing,INV-82816,118595.4,2025-11-21 14:40:00,Michael J.,False,
T101664,V1025,James-Ferrell,HR,INV-60133,13438.96,2025-11-21 14:49:00,Lisa R.,False,
T103274,V1120,Mccarthy Inc,HR,INV-85809,26710.97,2025-11-21 15:28:00,Kyle B.,False,
T106065,V1052,Martin Group,Marketing,INV-91393,10000.0,2025-11-21 16:01:00,Nicole M.,True,round_dollar
T104062,V1120,Mccarthy Inc,Marketing,INV-67653,47823.51,2025-11-21 16:19:00,James O.,False,
T101299,V1093,Graham-Joyce,HR,INV-94886,2220.8,2025-11-21 18:45:00,Joseph W.,False,
T106005,V1033,Koch-Decker,Procurement,INV-42232,63998.89,2025-11-23 11:40:00,Karen L.,True,duplicate_payment
T100001,V1139,Oconnell Inc,Procurement,INV-46048,81530.1,2025-11-24 07:07:00,Sarah J.,False,
T100853,V1104,Campbell Ltd,Marketing,INV-61849,23546.54,2025-11-24 07:42:00,Dustin J.,False,
T100674,V1127,Price Ltd,IT,INV-58174,51413.95,2025-11-24 07:58:00,Susan M.,False,
T104704,V1074,Davis Group,Marketing,INV-32801,8723.42,2025-11-24 10:22:00,Jared C.,False,
T105869,V1069,"Riggs, Roman and Rice",Procurement,INV-10802,125806.92,2025-11-24 10:24:00,Travis B.,False,
T101552,V1050,Ramos PLC,IT,INV-55504,96568.57,2025-11-24 10:34:00,Laura H.,False,
T101528,V1113,Contreras-Travis,IT,INV-65288,30982.25,2025-11-24 10:51:00,Lee D.,False,
T100664,V1115,"Griffin, Moore and Hensley",Marketing,INV-66059,56150.6,2025-11-24 11:57:00,Sean A.,False,
T104413,V1121,Daniels-Perry,Procurement,INV-15928,39454.66,2025-11-24 12:39:00,Sandra W.,False,
T105800,V1115,"Griffin, Moore and Hensley",Facilities,INV-36813,50883.77,2025-11-24 12:52:00,Michael P.,False,
T104306,V1120,Mccarthy Inc,IT,INV-91500,19025.44,2025-11-24 13:25:00,Jessica B.,False,
T100861,V1069,"Riggs, Roman and Rice",Operations,INV-60939,31255.24,2025-11-24 14:20:00,Michelle A.,False,
T101458,V1007,Davis Inc,Marketing,INV-11403,39931.36,2025-11-24 14:31:00,Samuel C.,False,
T100565,V1009,"Martinez, Nielsen and Miller",Facilities,INV-26912,8898.84,2025-11-24 14:37:00,Joseph D.,False,
T104725,V1112,Grant Inc,Marketing,INV-30408,101717.75,2025-11-24 14:41:00,Brian H.,False,
T105309,V1050,Ramos PLC,Operations,INV-47596,48009.57,2025-11-24 14:49:00,Luis C.,False,
T102650,V1107,Riggs PLC,Facilities,INV-18965,5624.2,2025-11-24 15:58:00,Kirk M.,False,
T102799,V1134,"Williams, Crane and Walker",Facilities,INV-75984,86948.72,2025-11-24 16:47:00,Emily P.,False,
T100502,V1001,Rhodes PLC,Operations,INV-69914,33178.05,2025-11-24 16:50:00,Kevin M.,False,
T101199,V1034,Allen PLC,Legal,INV-80088,136896.96,2025-11-24 18:16:00,Janet B.,False,
T102838,V1033,Koch-Decker,Procurement,INV-63580,40930.7,2025-11-25 09:37:00,Angela R.,False,
T101319,V1000,"Rodriguez, Figueroa and Sanchez",Operations,INV-41958,780.95,2025-11-25 10:39:00,Steven S.,False,
T102316,V1112,Grant Inc,Procurement,INV-62515,179655.71,2025-11-25 11:08:00,Michelle N.,False,
T101239,V1112,Grant Inc,Facilities,INV-83183,63537.0,2025-11-25 11:24:00,Ryan V.,False,
T103893,V1033,Koch-Decker,Marketing,INV-92709,112509.25,2025-11-25 11:33:00,Jason A.,False,
T103382,V1091,Wilson LLC,Procurement,INV-59008,11431.17,2025-11-25 11:58:00,Lindsey M.,False,
T104404,V1074,Davis Group,HR,INV-16285,11725.74,2025-11-25 12:20:00,Kathleen R.,False,
T102315,V1033,Koch-Decker,Facilities,INV-92595,90352.09,2025-11-25 12:41:00,Samantha R.,False,
T105952,V1127,Price Ltd,Facilities,INV-51269,60320.17,2025-11-25 13:08:00,Megan G.,False,
T103197,V1074,Davis Group,Legal,INV-59868,7258.95,2025-11-25 13:25:00,Jennifer E.,False,
T104805,V1114,Salazar-Ball,IT,INV-46357,4525.05,2025-11-25 14:02:00,Felicia H.,False,
T105069,V1094,"Lee, Williams and Graham",Facilities,INV-15500,30760.57,2025-11-25 14:23:00,Clifford E.,False,
T103859,V1050,Ramos PLC,Marketing,INV-15756,96201.29,2025-11-25 14:30:00,Jeffrey M.,False,
T103247,V1121,Daniels-Perry,Legal,INV-70929,66600.22,2025-11-25 14:34:00,Angelica D.,False,
T100359,V1080,Fleming Ltd,Operations,INV-12799,33377.03,2025-11-25 14:40:00,Walter R.,False,
T100927,V1115,"Griffin, Moore and Hensley",Facilities,INV-18966,16630.39,2025-11-25 14:43:00,Philip W.,False,
T102114,V1033,Koch-Decker,Operations,INV-79000,63118.18,2025-11-25 15:12:00,Jeremiah P.,False,
T100573,V1091,Wilson LLC,Operations,INV-86106,6456.65,2025-11-25 16:10:00,Nathaniel H.,False,
T101623,V1028,Chavez Ltd,Marketing,INV-96235,5242.82,2025-11-25 16:53:00,Laura A.,False,
T100748,V1062,Donovan-Harris,Marketing,INV-70401,10137.08,2025-11-25 17:47:00,Brett B.,False,
T104640,V1050,Ramos PLC,Marketing,INV-30314,43054.3,2025-11-25 18:50:00,Jimmy A.,False,
T101986,V1034,Allen PLC,Marketing,INV-79984,223658.68,2025-11-26 09:19:00,Robert M.,False,
T105291,V1088,Johnson and Sons,Facilities,INV-15139,55643.75,2025-11-26 10:20:00,Laura B.,False,
T105629,V1033,Koch-Decker,Facilities,INV-86923,101073.11,2025-11-26 10:36:00,Joseph L.,False,
T102851,V1067,Ibarra-Suarez,Marketing,INV-62122,14401.13,2025-11-26 10:45:00,Jimmy C.,False,
T103373,V1139,Oconnell Inc,Legal,INV-85465,80196.75,2025-11-26 10:50:00,Debra N.,False,
T101028,V1127,Price Ltd,Legal,INV-78919,71879.02,2025-11-26 10:56:00,Donald M.,False,
T106101,V9999,Meridian Consulting Partners LLC,Operations,INV-65280,5570.75,2025-11-26 10:57:00,Marcus T.,True,fabricated_invoice_benford
T105256,V1070,"Evans, Alvarado and Mcmillan",Operations,INV-72081,28189.39,2025-11-26 11:11:00,Monica M.,False,
T101401,V1112,Grant Inc,Facilities,INV-29692,60622.61,2025-11-26 11:17:00,Stacy B.,False,
T100181,V1116,Larsen LLC,Facilities,INV-70515,20806.82,2025-11-26 11:27:00,Randy S.,False,
T100468,V1045,Davis Group,IT,INV-26750,17710.61,2025-11-26 11:50:00,Ryan C.,False,
T104632,V1069,"Riggs, Roman and Rice",IT,INV-84136,113700.12,2025-11-26 12:18:00,Linda H.,False,
T104192,V1127,Price Ltd,Marketing,INV-71782,88318.47,2025-11-26 12:51:00,Brian D.,False,
T102482,V1080,Fleming Ltd,Operations,INV-91836,21781.29,2025-11-26 13:13:00,Victoria C.,False,
T102808,V1032,"Sellers, George and Burns",Legal,INV-15191,163.12,2025-11-26 13:50:00,Roger P.,False,
T106076,V1103,"Kennedy, Santana and Flynn",Facilities,INV-97349,20000.0,2025-11-26 14:01:00,Michael A.,True,round_dollar
T102380,V1008,Munoz-Roman,IT,INV-17279,3945.05,2025-11-26 14:18:00,Arthur J.,False,
T102280,V1069,"Riggs, Roman and Rice",Procurement,INV-73680,36588.99,2025-11-26 14:54:00,Darrell C.,False,
T104444,V1001,Rhodes PLC,Marketing,INV-59811,71860.27,2025-11-26 15:03:00,Lisa G.,False,
T105002,V1121,Daniels-Perry,HR,INV-82367,51542.76,2025-11-26 17:42:00,Arthur B.,False,
T102698,V1120,Mccarthy Inc,IT,INV-20802,56542.35,2025-11-27 07:04:00,Jessica P.,False,
T105341,V1011,Stanley LLC,Operations,INV-26270,51595.78,2025-11-27 09:23:00,Ricardo S.,False,
T100940,V1080,Fleming Ltd,Legal,INV-41370,51468.12,2025-11-27 10:03:00,Jacob W.,False,
T100092,V1065,Ellis PLC,Marketing,INV-51441,4990.75,2025-11-27 10:19:00,Kathy U.,False,
T102580,V1043,"Young, Caldwell and Lewis",Procurement,INV-89794,42676.61,2025-11-27 10:59:00,Michelle R.,False,
T104614,V1043,"Young, Caldwell and Lewis",Operations,INV-89309,50205.99,2025-11-27 11:12:00,Nathan O.,False,
T105232,V1139,Oconnell Inc,Legal,INV-48291,106387.21,2025-11-27 11:18:00,Raymond J.,False,
T104630,V1009,"Martinez, Nielsen and Miller",Marketing,INV-33330,22537.21,2025-11-27 11:20:00,Eric F.,False,
T103130,V1055,Horton-Cross,Procurement,INV-79045,77382.99,2025-11-27 11:25:00,Pamela W.,False,
T105571,V1001,Rhodes PLC,HR,INV-49959,60944.58,2025-11-27 12:00:00,Beth B.,False,
T103376,V1139,Oconnell Inc,Procurement,INV-71589,108653.15,2025-11-27 12:01:00,April S.,False,
T106036,V1110,Stafford Inc,Facilities,INV-84381,9766.97,2025-11-27 12:09:00,Renee K.,True,just_below_threshold
T100455,V1001,Rhodes PLC,Procurement,INV-42472,43278.83,2025-11-27 12:11:00,Nina S.,False,
T103940,V1121,Daniels-Perry,Facilities,INV-75529,26963.57,2025-11-27 12:14:00,Christopher T.,False,
T100834,V1035,Dennis Inc,HR,INV-62378,35433.39,2025-11-27 12:43:00,Norman B.,False,
T102298,V1120,Mccarthy Inc,Operations,INV-14562,22317.21,2025-11-27 12:57:00,Anthony B.,False,
T101809,V1121,Daniels-Perry,Marketing,INV-30366,41217.61,2025-11-27 13:08:00,Gregory E.,False,
T104680,V1136,"Hernandez, Martinez and Caldwell",Marketing,INV-58866,3067.06,2025-11-27 13:12:00,Jesse I.,False,
T104260,V1052,Martin Group,Marketing,INV-87518,48678.08,2025-11-27 13:26:00,Erin A.,False,
T103532,V1011,Stanley LLC,Marketing,INV-71833,60257.33,2025-11-27 13:30:00,Ashley L.,False,
T103355,V1112,Grant Inc,IT,INV-62206,122524.69,2025-11-27 13:33:00,Tina C.,False,
T103185,V1045,Davis Group,Procurement,INV-47587,4580.62,2025-11-27 13:44:00,Sherry R.,False,
T105897,V1104,Campbell Ltd,HR,INV-31804,30354.1,2025-11-27 14:41:00,Erin W.,False,
T102952,V1121,Daniels-Perry,Marketing,INV-49107,64826.64,2025-11-27 14:44:00,Ethan G.,False,
T104872,V1126,Freeman LLC,Procurement,INV-69276,18871.28,2025-11-27 14:44:00,Regina C.,False,
T100436,V1139,Oconnell Inc,Facilities,INV-40968,141626.81,2025-11-27 14:52:00,Michael D.,False,
T103897,V1115,"Griffin, Moore and Hensley",HR,INV-47839,37241.34,2025-11-27 15:51:00,Jorge S.,False,
T103425,V1134,"Williams, Crane and Walker",Procurement,INV-38780,28033.65,2025-11-27 16:15:00,Zachary S.,False,
T100357,V1030,Harrell LLC,Procurement,INV-62184,10152.56,2025-11-27 16:22:00,Regina A.,False,
T100448,V1139,Oconnell Inc,Legal,INV-21835,102382.6,2025-11-27 16:55:00,Michael M.,False,
T102091,V1051,"Kidd, Huff and Novak",IT,INV-73720,41703.02,2025-11-27 18:50:00,Jonathan B.,False,
T103412,V1080,Fleming Ltd,Facilities,INV-70418,52614.59,2025-11-28 07:06:00,Daniel S.,False,
T101025,V1070,"Evans, Alvarado and Mcmillan",Marketing,INV-64000,20096.8,2025-11-28 07:18:00,Kaitlin G.,False,
T102070,V1055,Horton-Cross,HR,INV-18782,81584.82,2025-11-28 08:35:00,Daniel G.,False,
T101330,V1043,"Young, Caldwell and Lewis",Procurement,INV-99921,26695.81,2025-11-28 08:52:00,Jamie P.,False,
T101892,V1055,Horton-Cross,Facilities,INV-73792,31323.65,2025-11-28 09:01:00,Michael H.,False,
T105767,V1120,Mccarthy Inc,Procurement,INV-30687,21816.44,2025-11-28 09:42:00,Robin A.,False,
T103908,V1009,"Martinez, Nielsen and Miller",Procurement,INV-34525,10096.06,2025-11-28 09:57:00,Tamara W.,False,
T103863,V1053,Barrera-Martin,Operations,INV-23616,49039.47,2025-11-28 10:48:00,Zoe P.,False,
T104324,V1080,Fleming Ltd,Facilities,INV-29054,16735.3,2025-11-28 10:51:00,Yolanda G.,False,
T102056,V1053,Barrera-Martin,Procurement,INV-72886,26175.48,2025-11-28 11:05:00,Tasha M.,False,
T101143,V1085,Moore-Haynes,Operations,INV-11109,472.01,2025-11-28 11:11:00,Jeffrey G.,False,
T100661,V1053,Barrera-Martin,HR,INV-34405,47636.11,2025-11-28 11:16:00,Cody H.,False,
T100461,V1104,Campbell Ltd,Procurement,INV-53213,23738.39,2025-11-28 11:21:00,Joshua L.,False,
T102434,V1127,Price Ltd,Marketing,INV-25327,47197.86,2025-11-28 11:26:00,Leah S.,False,
T104045,V1050,Ramos PLC,HR,INV-13109,96507.16,2025-11-28 11:34:00,Lisa L.,False,
T105552,V1052,Martin Group,Facilities,INV-19535,37257.46,2025-11-28 11:56:00,Jennifer R.,False,
T103199,V1113,Contreras-Travis,Facilities,INV-45378,37896.62,2025-11-28 12:27:00,Rachel B.,False,
T100833,V1053,Barrera-Martin,Procurement,INV-83822,49429.78,2025-11-28 12:39:00,Jacob W.,False,
T101978,V1076,Martin-Ramos,Facilities,INV-82676,34621.15,2025-11-28 13:12:00,Kimberly H.,False,
T101406,V1069,"Riggs, Roman and Rice",Marketing,INV-12942,55817.74,2025-11-28 13:53:00,Frederick M.,False,
T100022,V1104,Campbell Ltd,Operations,INV-93227,29107.92,2025-11-28 14:04:00,Karen H.,False,
T100253,V1001,Rhodes PLC,IT,INV-28643,35238.41,2025-11-28 14:09:00,Jeffrey G.,False,
T102327,V1093,Graham-Joyce,HR,INV-39977,3860.44,2025-11-28 14:39:00,Timothy J.,False,
T100849,V1052,Martin Group,HR,INV-31542,71105.14,2025-11-28 15:06:00,Anita H.,False,
T100523,V1055,Horton-Cross,IT,INV-56789,91431.04,2025-11-28 15:12:00,Jeremiah M.,False,
T102239,V1067,Ibarra-Suarez,Operations,INV-21133,72534.35,2025-11-28 15:19:00,Jason D.,False,
T104364,V1007,Davis Inc,Procurement,INV-54527,85695.62,2025-11-28 15:40:00,Louis M.,False,
T104303,V1033,Koch-Decker,HR,INV-62601,55600.11,2025-11-28 16:20:00,James S.,False,
T104071,V1104,Campbell Ltd,Legal,INV-78843,68054.22,2025-11-28 19:10:00,William L.,False,
T105730,V1115,"Griffin, Moore and Hensley",Operations,INV-75130,27535.77,2025-11-28 19:53:00,Lisa H.,False,
T106017,V1113,Contreras-Travis,Facilities,INV-45378,37896.62,2025-11-29 12:27:00,Rachel B.,True,duplicate_payment
T106083,V9999,Meridian Consulting Partners LLC,Operations,INV-90658,5954.46,2025-12-01 07:21:00,Marcus T.,True,fabricated_invoice_benford
T105597,V1055,Horton-Cross,HR,INV-42049,55297.85,2025-12-01 09:23:00,Lisa B.,False,
T103602,V1086,Garrison and Sons,Operations,INV-45066,15523.68,2025-12-01 10:15:00,Curtis V.,False,
T101077,V1054,Baker-Bowers,Operations,INV-66911,5278.54,2025-12-01 11:10:00,Brian V.,False,
T100649,V1027,"Potter, Mack and Peterson",Marketing,INV-72580,1415.85,2025-12-01 11:59:00,Matthew G.,False,
T103219,V1121,Daniels-Perry,Legal,INV-31108,94579.26,2025-12-01 12:09:00,Shelly W.,False,
T103943,V1069,"Riggs, Roman and Rice",Marketing,INV-29758,34615.88,2025-12-01 12:11:00,John D.,False,
T104031,V1001,Rhodes PLC,Operations,INV-77021,117948.52,2025-12-01 12:24:00,Marc M.,False,
T104993,V1007,Davis Inc,Legal,INV-62572,59139.81,2025-12-01 12:45:00,Jennifer R.,False,
T104681,V1101,Torres and Sons,IT,INV-14586,11005.99,2025-12-01 13:01:00,Samantha F.,False,
T103674,V1121,Daniels-Perry,Operations,INV-40192,48855.03,2025-12-01 13:30:00,Stephanie O.,False,
T102943,V1053,Barrera-Martin,Marketing,INV-97914,48005.54,2025-12-01 13:47:00,Kenneth V.,False,
T100769,V1033,Koch-Decker,HR,INV-14152,32751.49,2025-12-01 13:54:00,Brandy C.,False,
T101968,V1088,Johnson and Sons,Procurement,INV-14959,104358.72,2025-12-01 14:40:00,Jennifer K.,False,
T101989,V1050,Ramos PLC,Operations,INV-70079,180295.2,2025-12-01 14:42:00,Gregory J.,False,
T103118,V1112,Grant Inc,Legal,INV-92081,43215.72,2025-12-01 15:16:00,Peter C.,False,
T100885,V1088,Johnson and Sons,Facilities,INV-49021,26519.02,2025-12-01 15:48:00,Robert J.,False,
T101379,V1139,Oconnell Inc,Facilities,INV-57948,32460.49,2025-12-01 15:49:00,Edward G.,False,
T102709,V1033,Koch-Decker,Legal,INV-29566,63499.57,2025-12-01 17:32:00,Tracy C.,False,
T101663,V1069,"Riggs, Roman and Rice",Operations,INV-11498,87402.72,2025-12-01 17:54:00,Melissa W.,False,
T103320,V1033,Koch-Decker,Facilities,INV-48918,57822.74,2025-12-01 17:57:00,Joshua K.,False,
T103772,V1011,Stanley LLC,Facilities,INV-45389,105416.87,2025-12-02 07:25:00,Christopher C.,False,
T102862,V1055,Horton-Cross,HR,INV-66485,24217.18,2025-12-02 09:18:00,Jamie C.,False,
T103762,V1134,"Williams, Crane and Walker",Operations,INV-37585,43571.88,2025-12-02 10:03:00,Jesus W.,False,
T101167,V1035,Dennis Inc,Facilities,INV-56567,29684.9,2025-12-02 10:05:00,Kimberly C.,False,
T100154,V1035,Dennis Inc,Procurement,INV-23970,34195.17,2025-12-02 10:44:00,Tony W.,False,
T101437,V1112,Grant Inc,HR,INV-51405,56755.97,2025-12-02 11:13:00,Rebecca N.,False,
T104392,V1088,Johnson and Sons,Operations,INV-83793,53162.42,2025-12-02 11:20:00,Connie C.,False,
T101719,V1034,Allen PLC,Operations,INV-30715,87205.92,2025-12-02 11:59:00,Cindy D.,False,
T100300,V1001,Rhodes PLC,Procurement,INV-71537,155629.58,2025-12-02 12:09:00,Nicholas C.,False,
T102933,V1127,Price Ltd,Operations,INV-28030,50335.95,2025-12-02 12:10:00,Lauren B.,False,
T101361,V1055,Horton-Cross,Procurement,INV-47373,67639.62,2025-12-02 12:15:00,Thomas S.,False,
T105723,V1139,Oconnell Inc,Operations,INV-40926,32411.44,2025-12-02 12:16:00,Catherine H.,False,
T100974,V1050,Ramos PLC,Facilities,INV-52179,177064.24,2025-12-02 12:26:00,Derek B.,False,
T104232,V1069,"Riggs, Roman and Rice",Operations,INV-54217,46988.78,2025-12-02 12:49:00,Connie C.,False,
T104560,V1033,Koch-Decker,HR,INV-42986,112579.94,2025-12-02 12:56:00,Becky D.,False,
T103643,V1033,Koch-Decker,Facilities,INV-25000,96135.65,2025-12-02 13:03:00,James B.,False,
T100524,V1025,James-Ferrell,IT,INV-26315,13763.57,2025-12-02 13:21:00,April C.,False,
T100466,V1101,Torres and Sons,HR,INV-61374,6759.31,2025-12-02 13:44:00,Laura A.,False,
T103406,V1011,Stanley LLC,Legal,INV-76127,34700.17,2025-12-02 14:09:00,Kristin H.,False,
T103146,V1012,Delacruz Group,Facilities,INV-99707,17965.68,2025-12-02 14:18:00,Eric V.,False,
T105660,V1070,"Evans, Alvarado and Mcmillan",Legal,INV-38130,16279.11,2025-12-02 15:00:00,Donald B.,False,
T103644,V1088,Johnson and Sons,Facilities,INV-99711,59391.13,2025-12-02 16:02:00,Dawn Y.,False,
T103529,V1041,Chapman Inc,Operations,INV-54471,6952.57,2025-12-02 16:46:00,Brenda B.,False,
T101543,V1120,Mccarthy Inc,Marketing,INV-50549,51429.13,2025-12-02 16:59:00,Joseph F.,False,
T105004,V1062,Donovan-Harris,IT,INV-30516,16033.25,2025-12-02 17:02:00,Richard C.,False,
T103949,V1062,Donovan-Harris,Marketing,INV-11602,17102.86,2025-12-02 18:55:00,Tyler J.,False,
T100384,V1094,"Lee, Williams and Graham",Legal,INV-82264,14570.4,2025-12-02 19:41:00,Kyle B.,False,
T102765,V1050,Ramos PLC,HR,INV-67373,84667.57,2025-12-03 07:15:00,Rebekah W.,False,
T103524,V1139,Oconnell Inc,Marketing,INV-15587,49595.74,2025-12-03 07:39:00,Joan P.,False,
T102243,V1119,Taylor and Sons,Marketing,INV-84455,5670.08,2025-12-03 08:55:00,Daniel C.,False,
T102284,V1069,"Riggs, Roman and Rice",Procurement,INV-62021,81498.57,2025-12-03 08:56:00,Katie R.,False,
T103990,V1062,Donovan-Harris,IT,INV-45003,20038.96,2025-12-03 09:08:00,Jenna R.,False,
T101917,V1033,Koch-Decker,Legal,INV-91830,49564.55,2025-12-03 10:18:00,Lauren A.,False,
T105098,V1050,Ramos PLC,IT,INV-16822,35481.7,2025-12-03 10:21:00,Michael R.,False,
T101952,V1069,"Riggs, Roman and Rice",HR,INV-84195,53880.5,2025-12-03 11:48:00,Ryan S.,False,
T105367,V1024,Conner Group,Operations,INV-12293,3751.92,2025-12-03 11:57:00,John B.,False,
T105067,V1050,Ramos PLC,Legal,INV-74798,190242.48,2025-12-03 11:59:00,Victoria S.,False,
T103598,V1069,"Riggs, Roman and Rice",Procurement,INV-42794,60128.92,2025-12-03 12:04:00,Patricia P.,False,
T102359,V1043,"Young, Caldwell and Lewis",Legal,INV-67670,78733.44,2025-12-03 13:40:00,Brittany G.,False,
T104722,V1011,Stanley LLC,Marketing,INV-38714,90561.97,2025-12-03 13:52:00,Traci D.,False,
T104173,V1094,"Lee, Williams and Graham",Facilities,INV-49705,9798.05,2025-12-03 14:13:00,Donald S.,False,
T100514,V1055,Horton-Cross,Procurement,INV-86271,107341.29,2025-12-03 14:40:00,David S.,False,
T106028,V1115,"Griffin, Moore and Hensley",Facilities,INV-51285,9989.41,2025-12-03 15:05:00,Renee K.,True,just_below_threshold
T103001,V1134,"Williams, Crane and Walker",Facilities,INV-59650,113067.44,2025-12-03 15:08:00,Catherine L.,False,
T100832,V1080,Fleming Ltd,IT,INV-31802,65574.11,2025-12-03 16:42:00,Angela B.,False,
T101164,V1113,Contreras-Travis,Operations,INV-33741,15903.32,2025-12-03 16:56:00,Virginia S.,False,
T106132,V1114,Salazar-Ball,Operations,INV-28101,111765.73,2025-12-03 17:06:00,Matthew M.,True,statistical_outlier
T101893,V1115,"Griffin, Moore and Hensley",Facilities,INV-21097,38919.91,2025-12-03 17:27:00,Michelle M.,False,
T102415,V1139,Oconnell Inc,Operations,INV-73795,55355.83,2025-12-03 19:47:00,Mary M.,False,
T100051,V1116,Larsen LLC,Operations,INV-31643,20629.78,2025-12-04 07:30:00,Dana M.,False,
T104522,V1033,Koch-Decker,IT,INV-82256,76226.7,2025-12-04 08:05:00,John P.,False,
T101615,V1033,Koch-Decker,Legal,INV-60789,138951.5,2025-12-04 08:34:00,Julie W.,False,
T105010,V1134,"Williams, Crane and Walker",Legal,INV-84261,25362.24,2025-12-04 10:20:00,Cody C.,False,
T101923,V1050,Ramos PLC,IT,INV-32989,75029.51,2025-12-04 10:28:00,Shawn G.,False,
T104217,V1104,Campbell Ltd,HR,INV-22424,62686.13,2025-12-04 11:05:00,Christopher H.,False,
T103333,V1063,Baker and Sons,HR,INV-89515,831.41,2025-12-04 11:36:00,Eileen M.,False,
T103902,V1043,"Young, Caldwell and Lewis",Facilities,INV-72286,29611.92,2025-12-04 11:40:00,Joseph S.,False,
T100146,V1112,Grant Inc,IT,INV-77561,36631.76,2025-12-04 12:05:00,Alexis T.,False,
T101771,V1093,Graham-Joyce,Marketing,INV-63759,6226.55,2025-12-04 12:30:00,Justin S.,False,
T102172,V1112,Grant Inc,Operations,INV-17768,108582.77,2025-12-04 12:32:00,Debbie D.,False,
T102228,V1127,Price Ltd,HR,INV-80699,70798.24,2025-12-04 12:35:00,Barbara H.,False,
T104384,V1007,Davis Inc,Legal,INV-60966,75398.54,2025-12-04 12:35:00,Traci C.,False,
T105781,V1120,Mccarthy Inc,HR,INV-62187,31326.95,2025-12-04 12:42:00,Kenneth O.,False,
T102882,V1104,Campbell Ltd,Marketing,INV-77490,36236.25,2025-12-04 12:55:00,Zachary L.,False,
T102944,V1073,"Walters, Baker and Freeman",Legal,INV-70774,10334.11,2025-12-04 13:05:00,Ethan G.,False,
T103452,V1061,"Williams, Miller and Sandoval",IT,INV-75251,795.99,2025-12-04 13:09:00,John G.,False,
T102020,V1139,Oconnell Inc,IT,INV-16955,76539.61,2025-12-04 13:13:00,Margaret M.,False,
T100323,V1050,Ramos PLC,IT,INV-11061,52295.43,2025-12-04 13:25:00,Lawrence P.,False,
T102968,V1017,Underwood LLC,Marketing,INV-28331,2810.04,2025-12-04 13:34:00,Juan M.,False,
T101698,V1011,Stanley LLC,Legal,INV-24141,108988.54,2025-12-04 14:23:00,Jerry R.,False,
T101268,V1127,Price Ltd,Operations,INV-27647,32251.68,2025-12-04 14:37:00,Joe E.,False,
T102598,V1134,"Williams, Crane and Walker",Operations,INV-98103,46107.14,2025-12-04 14:47:00,Stephen H.,False,
T102888,V1069,"Riggs, Roman and Rice",HR,INV-23166,120698.13,2025-12-04 14:54:00,Jessica B.,False,
T105129,V1088,Johnson and Sons,HR,INV-46053,109964.07,2025-12-04 15:33:00,Gregory R.,False,
T104475,V1067,Ibarra-Suarez,Operations,INV-57633,31094.43,2025-12-04 15:50:00,Hailey C.,False,
T102959,V1073,"Walters, Baker and Freeman",Procurement,INV-33680,18474.83,2025-12-04 15:57:00,James T.,False,
T102539,V1053,Barrera-Martin,Operations,INV-33559,106286.43,2025-12-04 15:59:00,Cheryl M.,False,
T102718,V1113,Contreras-Travis,IT,INV-54541,18591.05,2025-12-04 16:53:00,Anthony H.,False,
